customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
C02789,Male,No,Yes,No,64,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,69.23,4432.66,0
C02790,Female,No,No,No,62,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer,97.0,5978.91,0
C02791,Male,No,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.75,4972.44,0
C02792,Female,Yes,No,No,13,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer,72.06,984.33,0
C02793,Male,No,No,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer,101.22,2741.08,0
C02794,Male,No,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.24,404.24,1
C02795,Male,No,No,No,9,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,62.65,582.49,1
C02796,Male,Yes,No,No,40,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,79.31,3199.55,0
C02797,Male,Yes,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,29.98,424.04,1
C02798,Female,No,No,No,18,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,81.76,1431.72,0
C02799,Male,No,Yes,Yes,5,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.24,557.19,1
C02800,Male,No,No,No,55,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card,87.37,4833.38,0
C02801,Male,No,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,30.89,1312.38,0
C02802,Female,No,Yes,Yes,16,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,101.04,1621.73,1
C02803,Female,No,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,31.03,1015.44,0
C02804,Male,No,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.44,1351.87,0
C02805,Female,No,No,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card,99.94,2187.17,0
C02806,Female,No,No,No,47,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,87.56,4061.1,1
C02807,Female,No,No,No,1,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card,87.1,87.1,1
C02808,Male,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,84.79,139.36,1
C02809,Female,No,No,No,30,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card,77.71,2250.04,1
C02810,Female,No,Yes,Yes,50,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer,82.38,4146.52,0
C02811,Female,No,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,97.5,3811.44,1
C02812,Male,No,Yes,Yes,23,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,81.91,1928.72,0
C02813,Male,No,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,102.68,6306.77,0
C02814,Female,No,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card,112.38,4177.12,1
C02815,Female,No,No,No,60,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,94.78,5736.44,1
C02816,Male,No,No,No,43,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer,77.18,3440.51,0
C02817,Female,No,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.43,1142.28,0
C02818,Male,No,Yes,No,2,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card,80.71,177.99,1
C02819,Female,No,No,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,102.47,1625.31,1
C02820,Male,No,No,No,38,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,60.33,2356.58,0
C02821,Female,Yes,No,No,52,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer,88.13,4549.01,1
C02822,Male,No,Yes,No,21,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,76.13,1590.34,1
C02823,Female,No,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,32.55,52.97,0
C02824,Male,No,Yes,No,49,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,72.25,3463.23,0
C02825,Male,No,No,No,43,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,72.01,3068.75,0
C02826,Male,No,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,70.6,1687.32,0
C02827,Female,Yes,No,No,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,76.91,2541.44,1
C02828,Female,No,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.04,5656.89,1
C02829,Male,No,Yes,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.21,1530.65,0
C02830,Male,No,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,95.08,2667.7,1
C02831,Female,No,No,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.4,1400.03,0
C02832,Female,No,No,No,9,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,79.58,704.67,0
C02833,Female,No,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,100.84,1222.22,1
C02834,Male,No,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.89,149.67,0
C02835,Male,Yes,No,Yes,47,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,62.0,2908.46,0
C02836,Male,No,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer,89.84,3132.07,0
C02837,Male,No,Yes,Yes,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,24.87,505.33,0
C02838,Female,No,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card,76.03,4128.38,0
C02839,Female,No,Yes,Yes,50,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer,79.04,3966.33,0
C02840,Female,No,Yes,Yes,48,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer,66.89,3259.33,0
C02841,Male,No,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,26.23,176.77,0
C02842,Female,No,No,No,30,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.44,2626.96,1
C02843,Female,Yes,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,80.35,843.29,1
C02844,Female,No,No,No,10,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,74.79,752.32,0
C02845,Female,No,Yes,Yes,24,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,109.25,2649.78,0
C02846,Male,No,No,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer,92.16,2138.35,0
C02847,Female,Yes,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.73,1006.55,0
C02848,Female,No,Yes,Yes,17,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,80.13,1350.91,1
C02849,Male,No,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,94.62,665.24,1
C02850,Female,No,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.99,312.59,0
C02851,Female,Yes,Yes,Yes,58,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,74.07,4321.92,1
C02852,Female,No,Yes,No,6,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,82.01,438.33,1
C02853,Male,No,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,83.74,2612.58,1
C02854,Female,No,No,Yes,6,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,80.23,504.71,1
C02855,Male,No,Yes,Yes,66,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,84.83,5478.35,0
C02856,Male,No,Yes,Yes,50,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,83.91,4127.78,0
C02857,Male,Yes,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.02,1635.92,0
C02858,Female,No,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,102.77,439.31,1
C02859,Male,No,Yes,No,61,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,73.71,4542.81,0
C02860,Female,No,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,695.44,0
C02861,Female,No,Yes,Yes,6,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer,67.69,373.38,0
C02862,Male,No,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,111.5,2891.07,0
C02863,Female,No,No,No,53,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,65.32,3599.88,0
C02864,Female,No,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,32.83,1876.64,0
C02865,Female,No,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,30.01,1765.15,0
C02866,Female,No,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,104.96,3556.45,1
C02867,Female,Yes,Yes,No,25,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,74.04,1783.58,1
C02868,Male,No,Yes,No,68,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,67.38,4581.97,0
C02869,Male,No,Yes,Yes,56,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer,76.49,4258.52,0
C02870,Female,Yes,No,No,40,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,77.29,3084.48,1
C02871,Male,No,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card,81.38,1238.54,1
C02872,Female,No,No,Yes,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,89.19,820.41,1
C02873,Female,No,Yes,Yes,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,108.89,1210.67,1
C02874,Female,No,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,106.75,690.68,1
C02875,Female,No,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,89.98,4443.2,0
C02876,Female,No,Yes,No,14,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,87.54,1193.92,1
C02877,Female,Yes,No,Yes,8,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,67.64,582.78,0
C02878,Female,No,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card,99.21,1113.83,1
C02879,Male,No,Yes,Yes,46,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card,91.83,4242.58,0
C02880,Female,No,Yes,No,58,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card,70.91,4135.7,0
C02881,Female,No,No,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,94.69,2400.83,1
C02882,Female,No,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,66.08,1669.58,1
C02883,Male,Yes,No,No,58,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer,78.7,4642.91,0
C02884,Female,No,Yes,Yes,29,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,92.38,2659.31,1
C02885,Male,No,Yes,No,10,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,60.23,637.16,1
C02886,Female,No,Yes,Yes,65,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer,64.24,4097.76,0
C02887,Female,No,Yes,Yes,22,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,82.93,1843.57,1
C02888,Male,No,No,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,102.31,425.34,1
C02889,Female,No,Yes,No,56,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,77.82,4373.36,0
C02890,Female,No,No,No,43,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card,102.36,4519.29,0
C02891,Female,No,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,28.19,1452.22,0
C02892,Male,Yes,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,30.12,545.65,0
C02893,Male,No,Yes,No,62,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,82.63,5040.73,0
C02894,Male,No,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,40.02,1696.11,0
C02895,Male,No,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,34.58,1187.57,0
C02896,Female,No,No,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.18,3047.15,1
C02897,Male,No,No,No,48,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,61.64,2987.44,0
C02898,Female,Yes,No,No,21,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,64.73,1342.29,1
C02899,Male,No,Yes,Yes,51,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,80.04,4121.0,0
C02900,Female,No,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.61,1639.25,1
C02901,Female,No,No,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,94.14,3463.33,1
C02902,Male,No,No,No,53,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer,82.6,4415.73,0
C02903,Female,No,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,97.62,5568.55,0
C02904,Male,No,Yes,Yes,20,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,61.08,1254.0,1
C02905,Female,No,No,No,23,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,64.62,1521.49,0
C02906,Male,No,No,No,45,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card,68.3,3075.79,0
C02907,Male,No,Yes,No,11,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card,63.77,813.52,1
C02908,Female,No,Yes,No,50,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card,77.19,3834.69,0
C02909,Male,Yes,No,No,69,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,73.7,5109.02,0
C02910,Male,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.09,196.72,1
C02911,Male,No,Yes,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,24.66,939.95,0
C02912,Female,No,Yes,No,46,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card,67.34,3094.76,1
C02913,Male,No,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,24.73,297.63,0
C02914,Male,No,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card,89.29,4191.18,1
C02915,Female,No,Yes,No,39,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card,99.67,3864.23,1
C02916,Female,No,No,No,9,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,85.13,796.62,1
C02917,Female,No,No,No,15,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,87.79,1365.78,1
C02918,Male,No,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,26.7,1364.52,0
C02919,Female,No,No,No,31,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,90.83,2857.53,0
C02920,Male,No,No,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,290.99,0
C02921,Male,Yes,Yes,No,35,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.23,2564.74,1
C02922,Female,No,No,No,67,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card,83.99,5614.24,0
C02923,Female,No,Yes,Yes,56,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer,96.43,5388.83,0
C02924,Male,No,No,No,13,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer,68.65,909.09,0
C02925,Female,No,No,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,94.86,391.16,1
C02926,Male,No,No,Yes,29,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,68.4,1964.24,1
C02927,Male,No,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,108.61,5695.37,1
C02928,Male,No,Yes,No,22,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,83.5,1908.31,0
C02929,Female,No,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,36.97,1067.52,0
C02930,Male,Yes,No,No,11,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,78.06,866.9,1
C02931,Male,No,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,95.98,5029.92,0
C02932,Female,No,No,No,26,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,85.37,2262.06,0
C02933,Male,No,Yes,Yes,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer,86.2,5447.14,0
C02934,Male,No,No,No,21,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card,80.16,1647.02,0
C02935,Male,Yes,Yes,No,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card,84.31,2843.39,1
C02936,Female,No,No,No,20,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.35,1809.62,1
C02937,Female,No,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,35.58,230.43,0
C02938,Female,No,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer,95.14,4552.39,0
C02939,Female,No,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,35.41,1142.19,0
C02940,Female,Yes,No,No,61,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,81.26,4923.89,0
C02941,Male,No,Yes,Yes,3,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,68.13,203.77,1
C02942,Female,No,No,No,55,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,93.4,5110.87,0
C02943,Male,Yes,Yes,No,27,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.83,2256.01,1
C02944,Female,No,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,24.26,1010.67,0
C02945,Female,No,Yes,Yes,1,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,71.48,109.54,1
C02946,Female,No,No,No,62,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card,89.87,5585.31,0
C02947,Female,No,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Credit card,81.83,5770.2,0
C02948,Male,No,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.84,492.44,0
C02949,Male,No,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,35.66,2292.93,0
C02950,Male,No,Yes,No,55,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card,80.08,4396.26,1
C02951,Female,No,Yes,No,26,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer,77.37,1910.2,0
C02952,Male,No,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,103.49,4011.03,1
C02953,Female,No,No,No,18,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,101.34,1910.79,0
C02954,Male,No,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,30.22,634.5,0
C02955,Male,No,No,No,33,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,73.63,2431.55,1
C02956,Female,No,Yes,No,44,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,103.34,4583.98,0
C02957,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,26.29,52.46,1
C02958,Female,No,No,No,49,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,91.39,4415.44,1
C02959,Female,No,Yes,Yes,64,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer,68.2,4369.42,0
C02960,Male,No,Yes,No,45,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,66.01,2958.0,0
C02961,Male,No,No,No,13,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card,67.26,845.89,1
C02962,Male,No,Yes,No,5,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,84.64,440.6,0
C02963,Female,No,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,93.88,1854.96,1
C02964,Male,No,No,No,66,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer,88.93,5829.73,0
C02965,Female,Yes,No,No,29,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.78,1561.03,1
C02966,Male,No,No,Yes,33,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,112.34,3731.09,0
C02967,Female,No,Yes,Yes,56,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,96.32,5400.74,0
C02968,Female,No,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,108.56,4924.94,1
C02969,Male,No,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,72.19,766.82,0
C02970,Female,No,No,No,8,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,73.17,570.08,1
C02971,Female,No,Yes,Yes,22,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,71.74,1565.83,0
C02972,Male,Yes,Yes,No,42,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,65.18,2809.66,0
C02973,Female,No,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,24.39,1129.28,0
C02974,Male,No,No,No,30,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,75.71,2344.02,1
C02975,Male,No,Yes,No,66,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,72.51,4737.66,1
C02976,Male,No,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card,92.81,229.9,1
